sport,game_id,book,home_team,away_team,home_team_odds,away_team_odds,date_time,home_break_even,away_break_even,home_novig,away_novig,home_novig_avg,away_novig_avg,home_edge,away_edge
NBA,a916ee7696fde8f1a82e214c36a04b9a,betmgm,Denver Nuggets,Orlando Magic,,,2025-02-06 22:03:21.931521,,,,,,,,
NBA,39da2a6da9ab2746b1ff9f320f9f5a14,betmgm,Los Angeles Lakers,Golden State Warriors,-3000.0,1150.0,2025-02-06 22:03:21.931521,96.77,8.0,92.36,7.64,92.91,7.09,-3.86,-0.91
NBA,b3df91f1d79355a68f8aa279f17e2a3e,betmgm,Portland Trail Blazers,Sacramento Kings,-185.0,145.0,2025-02-06 22:03:21.931521,64.91,40.82,61.39,38.61,60.89,39.11,-4.02,-1.71
NBA,0dd68311a8617606a6956cd6e511fd9e,betmgm,Los Angeles Clippers,Indiana Pacers,-750.0,475.0,2025-02-06 22:03:21.931521,88.24,17.39,83.54,16.46,82.47,17.53,-5.77,0.14
NBA,c8310e046f80bf6292c633aff61cffdb,betmgm,Charlotte Hornets,San Antonio Spurs,450.0,-625.0,2025-02-06 22:03:21.931521,18.18,86.21,17.42,82.58,17.71,82.29,-0.47,-3.92
NBA,f592f9667df5d2b96f41a71c90cddf39,betmgm,Washington Wizards,Cleveland Cavaliers,1000.0,-2000.0,2025-02-06 22:03:21.931521,9.09,95.24,8.71,91.29,9.32,90.68,0.23,-4.56
NBA,9a5a6098686e727ed1ed46d6dfc879ca,betmgm,Atlanta Hawks,Milwaukee Bucks,180.0,-220.0,2025-02-06 22:03:21.931521,35.71,68.75,34.19,65.81,34.7,65.3,-1.01,-3.45
NBA,2ee31055f5cc3975abda3f49017b550e,betmgm,Brooklyn Nets,Miami Heat,220.0,-275.0,2025-02-06 22:03:21.931521,31.25,73.33,29.88,70.12,30.15,69.85,-1.1,-3.48
NBA,78e03cf799710b90c7e8b9af3bb4d1d1,betmgm,Detroit Pistons,Philadelphia 76ers,115.0,-140.0,2025-02-06 22:03:21.931521,46.51,58.33,44.36,55.64,44.8,55.2,-1.71,-3.13
NBA,5c962a5ad947d385ee524f36970a8ce4,betmgm,Oklahoma City Thunder,Toronto Raptors,-3000.0,1250.0,2025-02-06 22:03:21.931521,96.77,7.41,92.89,7.11,91.95,8.05,-4.82,0.64
NBA,984ea4c49b7729eb8269618e77e99b27,betmgm,Phoenix Suns,Utah Jazz,,,2025-02-06 22:03:21.931521,,,,,72.38,27.62,,
NBA,8c5dfc09221b32ad1835ce0e5c426454,betmgm,Los Angeles Lakers,Dallas Mavericks,,,2025-02-06 22:03:21.931521,,,,,63.56,36.44,,
NBA,f880e059bbee7b5b9e4af4d17bcee511,betmgm,Sacramento Kings,San Antonio Spurs,,,2025-02-06 22:03:21.931521,,,,,54.27,45.73,,
NBA,0e1dde121b5be88b7c95e744d43c877f,betmgm,Miami Heat,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,51.08,48.92,,
NBA,a916ee7696fde8f1a82e214c36a04b9a,fliff,Denver Nuggets,Orlando Magic,,,2025-02-06 22:03:21.931521,,,,,,,,
NBA,39da2a6da9ab2746b1ff9f320f9f5a14,fliff,Los Angeles Lakers,Golden State Warriors,-5005.0,1015.0,2025-02-06 22:03:21.931521,98.04,8.97,91.62,8.38,92.91,7.09,-5.13,-1.88
NBA,b3df91f1d79355a68f8aa279f17e2a3e,fliff,Portland Trail Blazers,Sacramento Kings,-175.0,125.0,2025-02-06 22:03:21.931521,63.64,44.44,58.88,41.12,60.89,39.11,-2.75,-5.33
NBA,0dd68311a8617606a6956cd6e511fd9e,fliff,Los Angeles Clippers,Indiana Pacers,-350.0,230.0,2025-02-06 22:03:21.931521,77.78,30.3,71.97,28.03,82.47,17.53,4.69,-12.77
NBA,c8310e046f80bf6292c633aff61cffdb,fliff,Charlotte Hornets,San Antonio Spurs,430.0,-705.0,2025-02-06 22:03:21.931521,18.87,87.58,17.73,82.27,17.71,82.29,-1.16,-5.29
NBA,f592f9667df5d2b96f41a71c90cddf39,fliff,Washington Wizards,Cleveland Cavaliers,935.0,-2195.0,2025-02-06 22:03:21.931521,9.66,95.64,9.17,90.83,9.32,90.68,-0.34,-4.96
NBA,9a5a6098686e727ed1ed46d6dfc879ca,fliff,Atlanta Hawks,Milwaukee Bucks,170.0,-230.0,2025-02-06 22:03:21.931521,37.04,69.7,34.7,65.3,34.7,65.3,-2.34,-4.4
NBA,2ee31055f5cc3975abda3f49017b550e,fliff,Brooklyn Nets,Miami Heat,215.0,-295.0,2025-02-06 22:03:21.931521,31.75,74.68,29.83,70.17,30.15,69.85,-1.6,-4.83
NBA,78e03cf799710b90c7e8b9af3bb4d1d1,fliff,Detroit Pistons,Philadelphia 76ers,110.0,-145.0,2025-02-06 22:03:21.931521,47.62,59.18,44.59,55.41,44.8,55.2,-2.82,-3.98
NBA,5c962a5ad947d385ee524f36970a8ce4,fliff,Oklahoma City Thunder,Toronto Raptors,-2850.0,1075.0,2025-02-06 22:03:21.931521,96.61,8.51,91.9,8.1,91.95,8.05,-4.66,-0.46
NBA,984ea4c49b7729eb8269618e77e99b27,fliff,Phoenix Suns,Utah Jazz,-330.0,235.0,2025-02-06 22:03:21.931521,76.74,29.85,72.0,28.0,72.38,27.62,-4.36,-2.23
NBA,8c5dfc09221b32ad1835ce0e5c426454,fliff,Los Angeles Lakers,Dallas Mavericks,,,2025-02-06 22:03:21.931521,,,,,63.56,36.44,,
NBA,f880e059bbee7b5b9e4af4d17bcee511,fliff,Sacramento Kings,San Antonio Spurs,,,2025-02-06 22:03:21.931521,,,,,54.27,45.73,,
NBA,0e1dde121b5be88b7c95e744d43c877f,fliff,Miami Heat,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,51.08,48.92,,
NBA,a916ee7696fde8f1a82e214c36a04b9a,bovada,Denver Nuggets,Orlando Magic,,,2025-02-06 22:03:21.931521,,,,,,,,
NBA,39da2a6da9ab2746b1ff9f320f9f5a14,bovada,Los Angeles Lakers,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,92.91,7.09,,
NBA,b3df91f1d79355a68f8aa279f17e2a3e,bovada,Portland Trail Blazers,Sacramento Kings,-185.0,140.0,2025-02-06 22:03:21.931521,64.91,41.67,60.9,39.1,60.89,39.11,-4.02,-2.56
NBA,0dd68311a8617606a6956cd6e511fd9e,bovada,Los Angeles Clippers,Indiana Pacers,-750.0,450.0,2025-02-06 22:03:21.931521,88.24,18.18,82.92,17.08,82.47,17.53,-5.77,-0.65
NBA,c8310e046f80bf6292c633aff61cffdb,bovada,Charlotte Hornets,San Antonio Spurs,425.0,-600.0,2025-02-06 22:03:21.931521,19.05,85.71,18.18,81.82,17.71,82.29,-1.34,-3.42
NBA,f592f9667df5d2b96f41a71c90cddf39,bovada,Washington Wizards,Cleveland Cavaliers,800.0,-1600.0,2025-02-06 22:03:21.931521,11.11,94.12,10.56,89.44,9.32,90.68,-1.79,-3.44
NBA,9a5a6098686e727ed1ed46d6dfc879ca,bovada,Atlanta Hawks,Milwaukee Bucks,180.0,-220.0,2025-02-06 22:03:21.931521,35.71,68.75,34.19,65.81,34.7,65.3,-1.01,-3.45
NBA,2ee31055f5cc3975abda3f49017b550e,bovada,Brooklyn Nets,Miami Heat,215.0,-260.0,2025-02-06 22:03:21.931521,31.75,72.22,30.54,69.46,30.15,69.85,-1.6,-2.37
NBA,78e03cf799710b90c7e8b9af3bb4d1d1,bovada,Detroit Pistons,Philadelphia 76ers,120.0,-140.0,2025-02-06 22:03:21.931521,45.45,58.33,43.79,56.21,44.8,55.2,-0.65,-3.13
NBA,5c962a5ad947d385ee524f36970a8ce4,bovada,Oklahoma City Thunder,Toronto Raptors,-2500.0,1050.0,2025-02-06 22:03:21.931521,96.15,8.7,91.7,8.3,91.95,8.05,-4.2,-0.65
NBA,984ea4c49b7729eb8269618e77e99b27,bovada,Phoenix Suns,Utah Jazz,,,2025-02-06 22:03:21.931521,,,,,72.38,27.62,,
NBA,8c5dfc09221b32ad1835ce0e5c426454,bovada,Los Angeles Lakers,Dallas Mavericks,-195.0,165.0,2025-02-06 22:03:21.931521,66.1,37.74,63.66,36.34,63.56,36.44,-2.54,-1.3
NBA,f880e059bbee7b5b9e4af4d17bcee511,bovada,Sacramento Kings,San Antonio Spurs,,,2025-02-06 22:03:21.931521,,,,,54.27,45.73,,
NBA,0e1dde121b5be88b7c95e744d43c877f,bovada,Miami Heat,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,51.08,48.92,,
NBA,a916ee7696fde8f1a82e214c36a04b9a,draftkings,Denver Nuggets,Orlando Magic,,,2025-02-06 22:03:21.931521,,,,,,,,
NBA,39da2a6da9ab2746b1ff9f320f9f5a14,draftkings,Los Angeles Lakers,Golden State Warriors,-3500.0,1400.0,2025-02-06 22:03:21.931521,97.22,6.67,93.58,6.42,92.91,7.09,-4.31,0.42
NBA,b3df91f1d79355a68f8aa279f17e2a3e,draftkings,Portland Trail Blazers,Sacramento Kings,-188.0,145.0,2025-02-06 22:03:21.931521,65.28,40.82,61.53,38.47,60.89,39.11,-4.39,-1.71
NBA,0dd68311a8617606a6956cd6e511fd9e,draftkings,Los Angeles Clippers,Indiana Pacers,-850.0,520.0,2025-02-06 22:03:21.931521,89.47,16.13,84.73,15.27,82.47,17.53,-7.0,1.4
NBA,c8310e046f80bf6292c633aff61cffdb,draftkings,Charlotte Hornets,San Antonio Spurs,440.0,-600.0,2025-02-06 22:03:21.931521,18.52,85.71,17.77,82.23,17.71,82.29,-0.81,-3.42
NBA,f592f9667df5d2b96f41a71c90cddf39,draftkings,Washington Wizards,Cleveland Cavaliers,900.0,-1600.0,2025-02-06 22:03:21.931521,10.0,94.12,9.6,90.4,9.32,90.68,-0.68,-3.44
NBA,9a5a6098686e727ed1ed46d6dfc879ca,draftkings,Atlanta Hawks,Milwaukee Bucks,170.0,-205.0,2025-02-06 22:03:21.931521,37.04,67.21,35.53,64.47,34.7,65.3,-2.34,-1.91
NBA,2ee31055f5cc3975abda3f49017b550e,draftkings,Brooklyn Nets,Miami Heat,220.0,-270.0,2025-02-06 22:03:21.931521,31.25,72.97,29.98,70.02,30.15,69.85,-1.1,-3.12
NBA,78e03cf799710b90c7e8b9af3bb4d1d1,draftkings,Detroit Pistons,Philadelphia 76ers,110.0,-130.0,2025-02-06 22:03:21.931521,47.62,56.52,45.73,54.27,44.8,55.2,-2.82,-1.32
NBA,5c962a5ad947d385ee524f36970a8ce4,draftkings,Oklahoma City Thunder,Toronto Raptors,-1800.0,1000.0,2025-02-06 22:03:21.931521,94.74,9.09,91.25,8.75,91.95,8.05,-2.79,-1.04
NBA,984ea4c49b7729eb8269618e77e99b27,draftkings,Phoenix Suns,Utah Jazz,-310.0,250.0,2025-02-06 22:03:21.931521,75.61,28.57,72.58,27.42,72.38,27.62,-3.23,-0.95
NBA,8c5dfc09221b32ad1835ce0e5c426454,draftkings,Los Angeles Lakers,Dallas Mavericks,-198.0,164.0,2025-02-06 22:03:21.931521,66.44,37.88,63.69,36.31,63.56,36.44,-2.88,-1.44
NBA,f880e059bbee7b5b9e4af4d17bcee511,draftkings,Sacramento Kings,San Antonio Spurs,-130.0,110.0,2025-02-06 22:03:21.931521,56.52,47.62,54.27,45.73,54.27,45.73,-2.25,-1.89
NBA,0e1dde121b5be88b7c95e744d43c877f,draftkings,Miami Heat,Golden State Warriors,-115.0,-105.0,2025-02-06 22:03:21.931521,53.49,51.22,51.08,48.92,51.08,48.92,-2.41,-2.3
NBA,a916ee7696fde8f1a82e214c36a04b9a,fanduel,Denver Nuggets,Orlando Magic,,,2025-02-06 22:03:21.931521,,,,,,,,
NBA,39da2a6da9ab2746b1ff9f320f9f5a14,fanduel,Los Angeles Lakers,Golden State Warriors,-5000.0,1200.0,2025-02-06 22:03:21.931521,98.04,7.69,92.73,7.27,92.91,7.09,-5.13,-0.6
NBA,b3df91f1d79355a68f8aa279f17e2a3e,fanduel,Portland Trail Blazers,Sacramento Kings,-172.0,134.0,2025-02-06 22:03:21.931521,63.24,42.74,59.67,40.33,60.89,39.11,-2.35,-3.63
NBA,0dd68311a8617606a6956cd6e511fd9e,fanduel,Los Angeles Clippers,Indiana Pacers,-900.0,520.0,2025-02-06 22:03:21.931521,90.0,16.13,84.8,15.2,82.47,17.53,-7.53,1.4
NBA,c8310e046f80bf6292c633aff61cffdb,fanduel,Charlotte Hornets,San Antonio Spurs,450.0,-600.0,2025-02-06 22:03:21.931521,18.18,85.71,17.5,82.5,17.71,82.29,-0.47,-3.42
NBA,f592f9667df5d2b96f41a71c90cddf39,fanduel,Washington Wizards,Cleveland Cavaliers,1040.0,-2000.0,2025-02-06 22:03:21.931521,8.77,95.24,8.43,91.57,9.32,90.68,0.55,-4.56
NBA,9a5a6098686e727ed1ed46d6dfc879ca,fanduel,Atlanta Hawks,Milwaukee Bucks,180.0,-215.0,2025-02-06 22:03:21.931521,35.71,68.25,34.35,65.65,34.7,65.3,-1.01,-2.95
NBA,2ee31055f5cc3975abda3f49017b550e,fanduel,Brooklyn Nets,Miami Heat,220.0,-270.0,2025-02-06 22:03:21.931521,31.25,72.97,29.98,70.02,30.15,69.85,-1.1,-3.12
NBA,78e03cf799710b90c7e8b9af3bb4d1d1,fanduel,Detroit Pistons,Philadelphia 76ers,120.0,-142.0,2025-02-06 22:03:21.931521,45.45,58.68,43.65,56.35,44.8,55.2,-0.65,-3.48
NBA,5c962a5ad947d385ee524f36970a8ce4,fanduel,Oklahoma City Thunder,Toronto Raptors,-2500.0,1200.0,2025-02-06 22:03:21.931521,96.15,7.69,92.59,7.41,91.95,8.05,-4.2,0.36
NBA,984ea4c49b7729eb8269618e77e99b27,fanduel,Phoenix Suns,Utah Jazz,-300.0,245.0,2025-02-06 22:03:21.931521,75.0,28.99,72.12,27.88,72.38,27.62,-2.62,-1.37
NBA,8c5dfc09221b32ad1835ce0e5c426454,fanduel,Los Angeles Lakers,Dallas Mavericks,-198.0,166.0,2025-02-06 22:03:21.931521,66.44,37.59,63.87,36.13,63.56,36.44,-2.88,-1.15
NBA,f880e059bbee7b5b9e4af4d17bcee511,fanduel,Sacramento Kings,San Antonio Spurs,,,2025-02-06 22:03:21.931521,,,,,54.27,45.73,,
NBA,0e1dde121b5be88b7c95e744d43c877f,fanduel,Miami Heat,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,51.08,48.92,,
NBA,a916ee7696fde8f1a82e214c36a04b9a,hardrockbet,Denver Nuggets,Orlando Magic,,,2025-02-06 22:03:21.931521,,,,,,,,
NBA,39da2a6da9ab2746b1ff9f320f9f5a14,hardrockbet,Los Angeles Lakers,Golden State Warriors,-4000.0,1300.0,2025-02-06 22:03:21.931521,97.56,7.14,93.18,6.82,92.91,7.09,-4.65,-0.05
NBA,b3df91f1d79355a68f8aa279f17e2a3e,hardrockbet,Portland Trail Blazers,Sacramento Kings,-180.0,150.0,2025-02-06 22:03:21.931521,64.29,40.0,61.65,38.35,60.89,39.11,-3.4,-0.89
NBA,0dd68311a8617606a6956cd6e511fd9e,hardrockbet,Los Angeles Clippers,Indiana Pacers,-700.0,475.0,2025-02-06 22:03:21.931521,87.5,17.39,83.42,16.58,82.47,17.53,-5.03,0.14
NBA,c8310e046f80bf6292c633aff61cffdb,hardrockbet,Charlotte Hornets,San Antonio Spurs,425.0,-600.0,2025-02-06 22:03:21.931521,19.05,85.71,18.18,81.82,17.71,82.29,-1.34,-3.42
NBA,f592f9667df5d2b96f41a71c90cddf39,hardrockbet,Washington Wizards,Cleveland Cavaliers,850.0,-1600.0,2025-02-06 22:03:21.931521,10.53,94.12,10.06,89.94,9.32,90.68,-1.21,-3.44
NBA,9a5a6098686e727ed1ed46d6dfc879ca,hardrockbet,Atlanta Hawks,Milwaukee Bucks,170.0,-220.0,2025-02-06 22:03:21.931521,37.04,68.75,35.01,64.99,34.7,65.3,-2.34,-3.45
NBA,2ee31055f5cc3975abda3f49017b550e,hardrockbet,Brooklyn Nets,Miami Heat,200.0,-275.0,2025-02-06 22:03:21.931521,33.33,73.33,31.25,68.75,30.15,69.85,-3.18,-3.48
NBA,78e03cf799710b90c7e8b9af3bb4d1d1,hardrockbet,Detroit Pistons,Philadelphia 76ers,110.0,-130.0,2025-02-06 22:03:21.931521,47.62,56.52,45.73,54.27,44.8,55.2,-2.82,-1.32
NBA,5c962a5ad947d385ee524f36970a8ce4,hardrockbet,Oklahoma City Thunder,Toronto Raptors,-2000.0,1000.0,2025-02-06 22:03:21.931521,95.24,9.09,91.29,8.71,91.95,8.05,-3.29,-1.04
NBA,984ea4c49b7729eb8269618e77e99b27,hardrockbet,Phoenix Suns,Utah Jazz,-325.0,250.0,2025-02-06 22:03:21.931521,76.47,28.57,72.8,27.2,72.38,27.62,-4.09,-0.95
NBA,8c5dfc09221b32ad1835ce0e5c426454,hardrockbet,Los Angeles Lakers,Dallas Mavericks,,,2025-02-06 22:03:21.931521,,,,,63.56,36.44,,
NBA,f880e059bbee7b5b9e4af4d17bcee511,hardrockbet,Sacramento Kings,San Antonio Spurs,,,2025-02-06 22:03:21.931521,,,,,54.27,45.73,,
NBA,0e1dde121b5be88b7c95e744d43c877f,hardrockbet,Miami Heat,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,51.08,48.92,,
NBA,a916ee7696fde8f1a82e214c36a04b9a,betonlineag,Denver Nuggets,Orlando Magic,,,2025-02-06 22:03:21.931521,,,,,,,,
NBA,39da2a6da9ab2746b1ff9f320f9f5a14,betonlineag,Los Angeles Lakers,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,92.91,7.09,,
NBA,b3df91f1d79355a68f8aa279f17e2a3e,betonlineag,Portland Trail Blazers,Sacramento Kings,,,2025-02-06 22:03:21.931521,,,,,60.89,39.11,,
NBA,0dd68311a8617606a6956cd6e511fd9e,betonlineag,Los Angeles Clippers,Indiana Pacers,,,2025-02-06 22:03:21.931521,,,,,82.47,17.53,,
NBA,c8310e046f80bf6292c633aff61cffdb,betonlineag,Charlotte Hornets,San Antonio Spurs,,,2025-02-06 22:03:21.931521,,,,,17.71,82.29,,
NBA,f592f9667df5d2b96f41a71c90cddf39,betonlineag,Washington Wizards,Cleveland Cavaliers,,,2025-02-06 22:03:21.931521,,,,,9.32,90.68,,
NBA,9a5a6098686e727ed1ed46d6dfc879ca,betonlineag,Atlanta Hawks,Milwaukee Bucks,,,2025-02-06 22:03:21.931521,,,,,34.7,65.3,,
NBA,2ee31055f5cc3975abda3f49017b550e,betonlineag,Brooklyn Nets,Miami Heat,,,2025-02-06 22:03:21.931521,,,,,30.15,69.85,,
NBA,78e03cf799710b90c7e8b9af3bb4d1d1,betonlineag,Detroit Pistons,Philadelphia 76ers,,,2025-02-06 22:03:21.931521,,,,,44.8,55.2,,
NBA,5c962a5ad947d385ee524f36970a8ce4,betonlineag,Oklahoma City Thunder,Toronto Raptors,,,2025-02-06 22:03:21.931521,,,,,91.95,8.05,,
NBA,984ea4c49b7729eb8269618e77e99b27,betonlineag,Phoenix Suns,Utah Jazz,,,2025-02-06 22:03:21.931521,,,,,72.38,27.62,,
NBA,8c5dfc09221b32ad1835ce0e5c426454,betonlineag,Los Angeles Lakers,Dallas Mavericks,,,2025-02-06 22:03:21.931521,,,,,63.56,36.44,,
NBA,f880e059bbee7b5b9e4af4d17bcee511,betonlineag,Sacramento Kings,San Antonio Spurs,,,2025-02-06 22:03:21.931521,,,,,54.27,45.73,,
NBA,0e1dde121b5be88b7c95e744d43c877f,betonlineag,Miami Heat,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,51.08,48.92,,
NBA,a916ee7696fde8f1a82e214c36a04b9a,espnbet,Denver Nuggets,Orlando Magic,,,2025-02-06 22:03:21.931521,,,,,,,,
NBA,39da2a6da9ab2746b1ff9f320f9f5a14,espnbet,Los Angeles Lakers,Golden State Warriors,-5000.0,1500.0,2025-02-06 22:03:21.931521,98.04,6.25,94.01,5.99,92.91,7.09,-5.13,0.84
NBA,b3df91f1d79355a68f8aa279f17e2a3e,espnbet,Portland Trail Blazers,Sacramento Kings,-180.0,140.0,2025-02-06 22:03:21.931521,64.29,41.67,60.67,39.33,60.89,39.11,-3.4,-2.56
NBA,0dd68311a8617606a6956cd6e511fd9e,espnbet,Los Angeles Clippers,Indiana Pacers,-800.0,475.0,2025-02-06 22:03:21.931521,88.89,17.39,83.64,16.36,82.47,17.53,-6.42,0.14
NBA,c8310e046f80bf6292c633aff61cffdb,espnbet,Charlotte Hornets,San Antonio Spurs,450.0,-700.0,2025-02-06 22:03:21.931521,18.18,87.5,17.2,82.8,17.71,82.29,-0.47,-5.21
NBA,f592f9667df5d2b96f41a71c90cddf39,espnbet,Washington Wizards,Cleveland Cavaliers,1000.0,-2000.0,2025-02-06 22:03:21.931521,9.09,95.24,8.71,91.29,9.32,90.68,0.23,-4.56
NBA,9a5a6098686e727ed1ed46d6dfc879ca,espnbet,Atlanta Hawks,Milwaukee Bucks,175.0,-210.0,2025-02-06 22:03:21.931521,36.36,67.74,34.93,65.07,34.7,65.3,-1.66,-2.44
NBA,2ee31055f5cc3975abda3f49017b550e,espnbet,Brooklyn Nets,Miami Heat,225.0,-275.0,2025-02-06 22:03:21.931521,30.77,73.33,29.56,70.44,30.15,69.85,-0.62,-3.48
NBA,78e03cf799710b90c7e8b9af3bb4d1d1,espnbet,Detroit Pistons,Philadelphia 76ers,110.0,-130.0,2025-02-06 22:03:21.931521,47.62,56.52,45.73,54.27,44.8,55.2,-2.82,-1.32
NBA,5c962a5ad947d385ee524f36970a8ce4,espnbet,Oklahoma City Thunder,Toronto Raptors,-2500.0,1100.0,2025-02-06 22:03:21.931521,96.15,8.33,92.03,7.97,91.95,8.05,-4.2,-0.28
NBA,984ea4c49b7729eb8269618e77e99b27,espnbet,Phoenix Suns,Utah Jazz,-300.0,250.0,2025-02-06 22:03:21.931521,75.0,28.57,72.41,27.59,72.38,27.62,-2.62,-0.95
NBA,8c5dfc09221b32ad1835ce0e5c426454,espnbet,Los Angeles Lakers,Dallas Mavericks,-190.0,160.0,2025-02-06 22:03:21.931521,65.52,38.46,63.01,36.99,63.56,36.44,-1.96,-2.02
NBA,f880e059bbee7b5b9e4af4d17bcee511,espnbet,Sacramento Kings,San Antonio Spurs,-130.0,110.0,2025-02-06 22:03:21.931521,56.52,47.62,54.27,45.73,54.27,45.73,-2.25,-1.89
NBA,0e1dde121b5be88b7c95e744d43c877f,espnbet,Miami Heat,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,51.08,48.92,,
NBA,a916ee7696fde8f1a82e214c36a04b9a,betus,Denver Nuggets,Orlando Magic,,,2025-02-06 22:03:21.931521,,,,,,,,
NBA,39da2a6da9ab2746b1ff9f320f9f5a14,betus,Los Angeles Lakers,Golden State Warriors,,,2025-02-06 22:03:21.931521,,,,,92.91,7.09,,
NBA,b3df91f1d79355a68f8aa279f17e2a3e,betus,Portland Trail Blazers,Sacramento Kings,,,2025-02-06 22:03:21.931521,,,,,60.89,39.11,,
