sport,game_id,book,home_team,away_team,home_team_odds,away_team_odds,date_time,home_break_even,away_break_even,home_novig,away_novig,home_novig_avg,away_novig_avg,home_edge,away_edge
NCAAB,cf615e2c869e2c64b01f158665b11f50,draftkings,Pennsylvania Quakers,Princeton Tigers,260.0,-325.0,2025-02-06 22:03:22.218807,27.78,76.47,26.65,73.35,27.32,72.68,-0.46,-3.79
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,draftkings,Purdue Boilermakers,USC Trojans,-1000.0,650.0,2025-02-06 22:03:22.218807,90.91,13.33,87.21,12.79,87.11,12.89,-3.8,-0.44
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,draftkings,UConn Huskies,St. John's Red Storm,-135.0,114.0,2025-02-06 22:03:22.218807,57.45,46.73,55.14,44.86,55.64,44.36,-1.81,-2.37
NCAAB,efeb146e101201006d7d7f9618424b20,draftkings,Boise State Broncos,San José St Spartans,-900.0,600.0,2025-02-06 22:03:22.218807,90.0,14.29,86.3,13.7,87.17,12.83,-2.83,-1.46
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,draftkings,Saint Joseph's Hawks,Saint Louis Billikens,-238.0,195.0,2025-02-06 22:03:22.218807,70.41,33.9,67.5,32.5,66.65,33.35,-3.76,-0.55
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,draftkings,Fresno St Bulldogs,Utah State Aggies,500.0,-700.0,2025-02-06 22:03:22.218807,16.67,87.5,16.0,84.0,14.37,85.63,-2.3,-1.87
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,draftkings,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807,,,,,36.56,63.44,,
NCAAB,47d2c8c50c01497753114dc72588d841,draftkings,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807,,,,,78.36,21.64,,
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,draftkings,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807,,,,,28.56,71.44,,
NCAAB,d9f90ffa800147a5b71c578a124cd22f,fanduel,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,fanduel,Tenn-Martin Skyhawks,Lindenwood Lions,,,2025-02-06 22:03:22.218807,,,,,65.06,34.94,,
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,fanduel,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,fanduel,Eastern Washington Eagles,Sacramento St Hornets,-220.0,168.0,2025-02-06 22:03:22.218807,68.75,37.31,64.82,35.18,73.34,26.66,4.59,-10.65
NCAAB,a8a955d9e27e412901e2879f7b83afd1,fanduel,Denver Pioneers,South Dakota Coyotes,1300.0,-5000.0,2025-02-06 22:03:22.218807,7.14,98.04,6.79,93.21,5.54,94.46,-1.6,-3.58
NCAAB,457ecb627b559c09c6ff167c2456e49c,fanduel,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807,,,,,96.45,3.55,,
NCAAB,77a0689fa63576f4472864f1668c2760,fanduel,San Francisco Dons,Saint Mary's Gaels,-205.0,154.0,2025-02-06 22:03:22.218807,67.21,39.37,63.06,36.94,70.9,29.1,3.69,-10.27
NCAAB,a0f644a17c835d9b6f9e602042670dca,fanduel,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,450.0,-720.0,2025-02-06 22:03:22.218807,18.18,87.8,17.15,82.85,12.04,87.96,-6.14,0.16
NCAAB,af0aa676fc80b99e1dd4578087952efa,fanduel,Pacific Tigers,San Diego Toreros,-138.0,108.0,2025-02-06 22:03:22.218807,57.98,48.08,54.67,45.33,51.65,48.35,-6.33,0.27
NCAAB,18da51245b432dc473891eee8d67e7ad,fanduel,Seattle Redhawks,Tarleton State Texans,-20000.0,2000.0,2025-02-06 22:03:22.218807,99.5,4.76,95.43,4.57,96.0,4.0,-3.5,-0.76
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,fanduel,Cal Poly Mustangs,Hawai'i Rainbow Warriors,116.0,-148.0,2025-02-06 22:03:22.218807,46.3,59.68,43.69,56.31,49.25,50.75,2.95,-8.93
NCAAB,035fd833bb584ebe20149559ba67c041,fanduel,CSU Northridge Matadors,CSU Fullerton Titans,-20000.0,2500.0,2025-02-06 22:03:22.218807,99.5,3.85,96.27,3.73,96.58,3.42,-2.92,-0.43
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,fanduel,UC San Diego Tritons,UC Riverside Highlanders,-800.0,480.0,2025-02-06 22:03:22.218807,88.89,17.24,83.76,16.24,82.96,17.04,-5.93,-0.2
NCAAB,ff2aabf65bba23e1e33df069f354c07c,fanduel,Long Beach St 49ers,UC Davis Aggies,110.0,-140.0,2025-02-06 22:03:22.218807,47.62,58.33,44.95,55.05,45.6,54.4,-2.02,-3.93
NCAAB,ed56898315b4b626638775ad4bce187b,fanduel,Portland Pilots,Santa Clara Broncos,1500.0,-7000.0,2025-02-06 22:03:22.218807,6.25,98.59,5.96,94.04,5.87,94.13,-0.38,-4.46
NCAAB,6c74299ec226ef6af381c081e8023341,fanduel,Cal Baptist Lancers,Southern Utah Thunderbirds,-210.0,162.0,2025-02-06 22:03:22.218807,67.74,38.17,63.96,36.04,64.13,35.87,-3.61,-2.3
NCAAB,faacbed24080f5b7f3e9a746a229a58e,fanduel,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,240.0,-330.0,2025-02-06 22:03:22.218807,29.41,76.74,27.71,72.29,23.28,76.72,-6.13,-0.02
NCAAB,7fec38717762065f5614261404888f04,fanduel,Oregon St Beavers,Washington St Cougars,-255.0,205.0,2025-02-06 22:03:22.218807,71.83,32.79,68.66,31.34,69.29,30.71,-2.54,-2.08
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,fanduel,Dayton Flyers,VCU Rams,-102.0,-118.0,2025-02-06 22:03:22.218807,50.5,54.13,48.27,51.73,45.89,54.11,-4.61,-0.02
NCAAB,cf615e2c869e2c64b01f158665b11f50,fanduel,Pennsylvania Quakers,Princeton Tigers,240.0,-300.0,2025-02-06 22:03:22.218807,29.41,75.0,28.17,71.83,27.32,72.68,-2.09,-2.32
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,fanduel,Purdue Boilermakers,USC Trojans,-1000.0,640.0,2025-02-06 22:03:22.218807,90.91,13.51,87.06,12.94,87.11,12.89,-3.8,-0.62
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,fanduel,UConn Huskies,St. John's Red Storm,-137.0,114.0,2025-02-06 22:03:22.218807,57.81,46.73,55.3,44.7,55.64,44.36,-2.17,-2.37
NCAAB,efeb146e101201006d7d7f9618424b20,fanduel,Boise State Broncos,San José St Spartans,-1250.0,740.0,2025-02-06 22:03:22.218807,92.59,11.9,88.61,11.39,87.17,12.83,-5.42,0.93
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,fanduel,Saint Joseph's Hawks,Saint Louis Billikens,-235.0,190.0,2025-02-06 22:03:22.218807,70.15,34.48,67.05,32.95,66.65,33.35,-3.5,-1.13
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,fanduel,Fresno St Bulldogs,Utah State Aggies,680.0,-1100.0,2025-02-06 22:03:22.218807,12.82,91.67,12.27,87.73,14.37,85.63,1.55,-6.04
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,fanduel,Kansas St Wildcats,Kansas Jayhawks,162.0,-196.0,2025-02-06 22:03:22.218807,38.17,66.22,36.56,63.44,36.56,63.44,-1.61,-2.78
NCAAB,47d2c8c50c01497753114dc72588d841,fanduel,Auburn Tigers,Florida Gators,-465.0,340.0,2025-02-06 22:03:22.218807,82.3,22.73,78.36,21.64,78.36,21.64,-3.94,-1.09
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,fanduel,Clemson Tigers,Duke Blue Devils,235.0,-295.0,2025-02-06 22:03:22.218807,29.85,74.68,28.56,71.44,28.56,71.44,-1.29,-3.24
NCAAB,d9f90ffa800147a5b71c578a124cd22f,hardrockbet,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,hardrockbet,Tenn-Martin Skyhawks,Lindenwood Lions,,,2025-02-06 22:03:22.218807,,,,,65.06,34.94,,
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,hardrockbet,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,hardrockbet,Eastern Washington Eagles,Sacramento St Hornets,-350.0,225.0,2025-02-06 22:03:22.218807,77.78,30.77,71.65,28.35,73.34,26.66,-4.44,-4.11
NCAAB,a8a955d9e27e412901e2879f7b83afd1,hardrockbet,Denver Pioneers,South Dakota Coyotes,,,2025-02-06 22:03:22.218807,,,,,5.54,94.46,,
NCAAB,457ecb627b559c09c6ff167c2456e49c,hardrockbet,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807,,,,,96.45,3.55,,
NCAAB,77a0689fa63576f4472864f1668c2760,hardrockbet,San Francisco Dons,Saint Mary's Gaels,-170.0,120.0,2025-02-06 22:03:22.218807,62.96,45.45,58.08,41.92,70.9,29.1,7.94,-16.35
NCAAB,a0f644a17c835d9b6f9e602042670dca,hardrockbet,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,700.0,-2000.0,2025-02-06 22:03:22.218807,12.5,95.24,11.6,88.4,12.04,87.96,-0.46,-7.28
NCAAB,af0aa676fc80b99e1dd4578087952efa,hardrockbet,Pacific Tigers,San Diego Toreros,-125.0,-105.0,2025-02-06 22:03:22.218807,55.56,51.22,52.03,47.97,51.65,48.35,-3.91,-2.87
NCAAB,18da51245b432dc473891eee8d67e7ad,hardrockbet,Seattle Redhawks,Tarleton State Texans,,,2025-02-06 22:03:22.218807,,,,,96.0,4.0,,
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,hardrockbet,Cal Poly Mustangs,Hawai'i Rainbow Warriors,-110.0,-120.0,2025-02-06 22:03:22.218807,52.38,54.55,48.99,51.01,49.25,50.75,-3.13,-3.8
NCAAB,035fd833bb584ebe20149559ba67c041,hardrockbet,CSU Northridge Matadors,CSU Fullerton Titans,,,2025-02-06 22:03:22.218807,,,,,96.58,3.42,,
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,hardrockbet,UC San Diego Tritons,UC Riverside Highlanders,-750.0,450.0,2025-02-06 22:03:22.218807,88.24,18.18,82.92,17.08,82.96,17.04,-5.28,-1.14
NCAAB,ff2aabf65bba23e1e33df069f354c07c,hardrockbet,Long Beach St 49ers,UC Davis Aggies,105.0,-135.0,2025-02-06 22:03:22.218807,48.78,57.45,45.92,54.08,45.6,54.4,-3.18,-3.05
NCAAB,ed56898315b4b626638775ad4bce187b,hardrockbet,Portland Pilots,Santa Clara Broncos,1100.0,-10000.0,2025-02-06 22:03:22.218807,8.33,99.01,7.76,92.24,5.87,94.13,-2.46,-4.88
NCAAB,6c74299ec226ef6af381c081e8023341,hardrockbet,Cal Baptist Lancers,Southern Utah Thunderbirds,-210.0,155.0,2025-02-06 22:03:22.218807,67.74,39.22,63.33,36.67,64.13,35.87,-3.61,-3.35
NCAAB,faacbed24080f5b7f3e9a746a229a58e,hardrockbet,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,170.0,-225.0,2025-02-06 22:03:22.218807,37.04,69.23,34.85,65.15,23.28,76.72,-13.76,7.49
NCAAB,7fec38717762065f5614261404888f04,hardrockbet,Oregon St Beavers,Washington St Cougars,-275.0,200.0,2025-02-06 22:03:22.218807,73.33,33.33,68.75,31.25,69.29,30.71,-4.04,-2.62
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,hardrockbet,Dayton Flyers,VCU Rams,100.0,-130.0,2025-02-06 22:03:22.218807,50.0,56.52,46.94,53.06,45.89,54.11,-4.11,-2.41
NCAAB,cf615e2c869e2c64b01f158665b11f50,hardrockbet,Pennsylvania Quakers,Princeton Tigers,240.0,-350.0,2025-02-06 22:03:22.218807,29.41,77.78,27.44,72.56,27.32,72.68,-2.09,-5.1
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,hardrockbet,Purdue Boilermakers,USC Trojans,-1100.0,575.0,2025-02-06 22:03:22.218807,91.67,14.81,86.09,13.91,87.11,12.89,-4.56,-1.92
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,hardrockbet,UConn Huskies,St. John's Red Storm,-140.0,110.0,2025-02-06 22:03:22.218807,58.33,47.62,55.05,44.95,55.64,44.36,-2.69,-3.26
NCAAB,efeb146e101201006d7d7f9618424b20,hardrockbet,Boise State Broncos,San José St Spartans,-1100.0,575.0,2025-02-06 22:03:22.218807,91.67,14.81,86.09,13.91,87.17,12.83,-4.5,-1.98
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,hardrockbet,Saint Joseph's Hawks,Saint Louis Billikens,-250.0,180.0,2025-02-06 22:03:22.218807,71.43,35.71,66.67,33.33,66.65,33.35,-4.78,-2.36
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,hardrockbet,Fresno St Bulldogs,Utah State Aggies,525.0,-900.0,2025-02-06 22:03:22.218807,16.0,90.0,15.09,84.91,14.37,85.63,-1.63,-4.37
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,hardrockbet,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807,,,,,36.56,63.44,,
NCAAB,47d2c8c50c01497753114dc72588d841,hardrockbet,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807,,,,,78.36,21.64,,
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,hardrockbet,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807,,,,,28.56,71.44,,
NCAAB,d9f90ffa800147a5b71c578a124cd22f,betonlineag,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,betonlineag,Tenn-Martin Skyhawks,Lindenwood Lions,,,2025-02-06 22:03:22.218807,,,,,65.06,34.94,,
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,betonlineag,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,betonlineag,Eastern Washington Eagles,Sacramento St Hornets,,,2025-02-06 22:03:22.218807,,,,,73.34,26.66,,
NCAAB,a8a955d9e27e412901e2879f7b83afd1,betonlineag,Denver Pioneers,South Dakota Coyotes,,,2025-02-06 22:03:22.218807,,,,,5.54,94.46,,
NCAAB,457ecb627b559c09c6ff167c2456e49c,betonlineag,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807,,,,,96.45,3.55,,
NCAAB,77a0689fa63576f4472864f1668c2760,betonlineag,San Francisco Dons,Saint Mary's Gaels,,,2025-02-06 22:03:22.218807,,,,,70.9,29.1,,
NCAAB,a0f644a17c835d9b6f9e602042670dca,betonlineag,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,,,2025-02-06 22:03:22.218807,,,,,12.04,87.96,,
NCAAB,af0aa676fc80b99e1dd4578087952efa,betonlineag,Pacific Tigers,San Diego Toreros,,,2025-02-06 22:03:22.218807,,,,,51.65,48.35,,
NCAAB,18da51245b432dc473891eee8d67e7ad,betonlineag,Seattle Redhawks,Tarleton State Texans,,,2025-02-06 22:03:22.218807,,,,,96.0,4.0,,
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,betonlineag,Cal Poly Mustangs,Hawai'i Rainbow Warriors,,,2025-02-06 22:03:22.218807,,,,,49.25,50.75,,
NCAAB,035fd833bb584ebe20149559ba67c041,betonlineag,CSU Northridge Matadors,CSU Fullerton Titans,,,2025-02-06 22:03:22.218807,,,,,96.58,3.42,,
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,betonlineag,UC San Diego Tritons,UC Riverside Highlanders,,,2025-02-06 22:03:22.218807,,,,,82.96,17.04,,
NCAAB,ff2aabf65bba23e1e33df069f354c07c,betonlineag,Long Beach St 49ers,UC Davis Aggies,,,2025-02-06 22:03:22.218807,,,,,45.6,54.4,,
NCAAB,ed56898315b4b626638775ad4bce187b,betonlineag,Portland Pilots,Santa Clara Broncos,,,2025-02-06 22:03:22.218807,,,,,5.87,94.13,,
NCAAB,6c74299ec226ef6af381c081e8023341,betonlineag,Cal Baptist Lancers,Southern Utah Thunderbirds,,,2025-02-06 22:03:22.218807,,,,,64.13,35.87,,
NCAAB,faacbed24080f5b7f3e9a746a229a58e,betonlineag,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,,,2025-02-06 22:03:22.218807,,,,,23.28,76.72,,
NCAAB,7fec38717762065f5614261404888f04,betonlineag,Oregon St Beavers,Washington St Cougars,-267.0,227.0,2025-02-06 22:03:22.218807,72.75,30.58,70.41,29.59,69.29,30.71,-3.46,0.13
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,betonlineag,Dayton Flyers,VCU Rams,,,2025-02-06 22:03:22.218807,,,,,45.89,54.11,,
NCAAB,cf615e2c869e2c64b01f158665b11f50,betonlineag,Pennsylvania Quakers,Princeton Tigers,,,2025-02-06 22:03:22.218807,,,,,27.32,72.68,,
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,betonlineag,Purdue Boilermakers,USC Trojans,,,2025-02-06 22:03:22.218807,,,,,87.11,12.89,,
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,betonlineag,UConn Huskies,St. John's Red Storm,,,2025-02-06 22:03:22.218807,,,,,55.64,44.36,,
NCAAB,efeb146e101201006d7d7f9618424b20,betonlineag,Boise State Broncos,San José St Spartans,,,2025-02-06 22:03:22.218807,,,,,87.17,12.83,,
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,betonlineag,Saint Joseph's Hawks,Saint Louis Billikens,,,2025-02-06 22:03:22.218807,,,,,66.65,33.35,,
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,betonlineag,Fresno St Bulldogs,Utah State Aggies,,,2025-02-06 22:03:22.218807,,,,,14.37,85.63,,
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,betonlineag,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807,,,,,36.56,63.44,,
NCAAB,47d2c8c50c01497753114dc72588d841,betonlineag,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807,,,,,78.36,21.64,,
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,betonlineag,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807,,,,,28.56,71.44,,
NCAAB,d9f90ffa800147a5b71c578a124cd22f,espnbet,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,espnbet,Tenn-Martin Skyhawks,Lindenwood Lions,-600.0,380.0,2025-02-06 22:03:22.218807,85.71,20.83,80.45,19.55,65.06,34.94,-20.65,14.11
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,espnbet,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,espnbet,Eastern Washington Eagles,Sacramento St Hornets,-170.0,135.0,2025-02-06 22:03:22.218807,62.96,42.55,59.67,40.33,73.34,26.66,10.38,-15.89
NCAAB,a8a955d9e27e412901e2879f7b83afd1,espnbet,Denver Pioneers,South Dakota Coyotes,2800.0,-15000.0,2025-02-06 22:03:22.218807,3.45,99.34,3.36,96.64,5.54,94.46,2.09,-4.88
NCAAB,457ecb627b559c09c6ff167c2456e49c,espnbet,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,-8000.0,2200.0,2025-02-06 22:03:22.218807,98.77,4.35,95.78,4.22,96.45,3.55,-2.32,-0.8
NCAAB,77a0689fa63576f4472864f1668c2760,espnbet,San Francisco Dons,Saint Mary's Gaels,-240.0,180.0,2025-02-06 22:03:22.218807,70.59,35.71,66.41,33.59,70.9,29.1,0.31,-6.61
NCAAB,a0f644a17c835d9b6f9e602042670dca,espnbet,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,900.0,-2000.0,2025-02-06 22:03:22.218807,10.0,95.24,9.5,90.5,12.04,87.96,2.04,-7.28
NCAAB,af0aa676fc80b99e1dd4578087952efa,espnbet,Pacific Tigers,San Diego Toreros,-125.0,-105.0,2025-02-06 22:03:22.218807,55.56,51.22,52.03,47.97,51.65,48.35,-3.91,-2.87
NCAAB,18da51245b432dc473891eee8d67e7ad,espnbet,Seattle Redhawks,Tarleton State Texans,-15000.0,2800.0,2025-02-06 22:03:22.218807,99.34,3.45,96.64,3.36,96.0,4.0,-3.34,0.55
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,espnbet,Cal Poly Mustangs,Hawai'i Rainbow Warriors,-110.0,-120.0,2025-02-06 22:03:22.218807,52.38,54.55,48.99,51.01,49.25,50.75,-3.13,-3.8
NCAAB,035fd833bb584ebe20149559ba67c041,espnbet,CSU Northridge Matadors,CSU Fullerton Titans,-15000.0,2800.0,2025-02-06 22:03:22.218807,99.34,3.45,96.64,3.36,96.58,3.42,-2.76,-0.03
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,espnbet,UC San Diego Tritons,UC Riverside Highlanders,-800.0,475.0,2025-02-06 22:03:22.218807,88.89,17.39,83.64,16.36,82.96,17.04,-5.93,-0.35
NCAAB,ff2aabf65bba23e1e33df069f354c07c,espnbet,Long Beach St 49ers,UC Davis Aggies,105.0,-135.0,2025-02-06 22:03:22.218807,48.78,57.45,45.92,54.08,45.6,54.4,-3.18,-3.05
NCAAB,ed56898315b4b626638775ad4bce187b,espnbet,Portland Pilots,Santa Clara Broncos,2000.0,-6000.0,2025-02-06 22:03:22.218807,4.76,98.36,4.62,95.38,5.87,94.13,1.11,-4.23
NCAAB,6c74299ec226ef6af381c081e8023341,espnbet,Cal Baptist Lancers,Southern Utah Thunderbirds,-200.0,160.0,2025-02-06 22:03:22.218807,66.67,38.46,63.42,36.58,64.13,35.87,-2.54,-2.59
NCAAB,faacbed24080f5b7f3e9a746a229a58e,espnbet,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,,,2025-02-06 22:03:22.218807,,,,,23.28,76.72,,
NCAAB,7fec38717762065f5614261404888f04,espnbet,Oregon St Beavers,Washington St Cougars,-250.0,210.0,2025-02-06 22:03:22.218807,71.43,32.26,68.89,31.11,69.29,30.71,-2.14,-1.55
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,espnbet,Dayton Flyers,VCU Rams,110.0,-130.0,2025-02-06 22:03:22.218807,47.62,56.52,45.73,54.27,45.89,54.11,-1.73,-2.41
NCAAB,cf615e2c869e2c64b01f158665b11f50,espnbet,Pennsylvania Quakers,Princeton Tigers,260.0,-320.0,2025-02-06 22:03:22.218807,27.78,76.19,26.72,73.28,27.32,72.68,-0.46,-3.51
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,espnbet,Purdue Boilermakers,USC Trojans,-1200.0,700.0,2025-02-06 22:03:22.218807,92.31,12.5,88.07,11.93,87.11,12.89,-5.2,0.39
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,espnbet,UConn Huskies,St. John's Red Storm,-140.0,120.0,2025-02-06 22:03:22.218807,58.33,45.45,56.21,43.79,55.64,44.36,-2.69,-1.09
NCAAB,efeb146e101201006d7d7f9618424b20,espnbet,Boise State Broncos,San José St Spartans,-1200.0,700.0,2025-02-06 22:03:22.218807,92.31,12.5,88.07,11.93,87.17,12.83,-5.14,0.33
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,espnbet,Saint Joseph's Hawks,Saint Louis Billikens,-225.0,190.0,2025-02-06 22:03:22.218807,69.23,34.48,66.75,33.25,66.65,33.35,-2.58,-1.13
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,espnbet,Fresno St Bulldogs,Utah State Aggies,550.0,-900.0,2025-02-06 22:03:22.218807,15.38,90.0,14.59,85.41,14.37,85.63,-1.01,-4.37
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,espnbet,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807,,,,,36.56,63.44,,
NCAAB,47d2c8c50c01497753114dc72588d841,espnbet,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807,,,,,78.36,21.64,,
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,espnbet,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807,,,,,28.56,71.44,,
NCAAB,d9f90ffa800147a5b71c578a124cd22f,betus,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,betus,Tenn-Martin Skyhawks,Lindenwood Lions,,,2025-02-06 22:03:22.218807,,,,,65.06,34.94,,
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,betus,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807,,,,,,,,
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,betus,Eastern Washington Eagles,Sacramento St Hornets,,,2025-02-06 22:03:22.218807,,,,,73.34,26.66,,
NCAAB,a8a955d9e27e412901e2879f7b83afd1,betus,Denver Pioneers,South Dakota Coyotes,,,2025-02-06 22:03:22.218807,,,,,5.54,94.46,,
NCAAB,457ecb627b559c09c6ff167c2456e49c,betus,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807,,,,,96.45,3.55,,
NCAAB,77a0689fa63576f4472864f1668c2760,betus,San Francisco Dons,Saint Mary's Gaels,,,2025-02-06 22:03:22.218807,,,,,70.9,29.1,,
NCAAB,a0f644a17c835d9b6f9e602042670dca,betus,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,,,2025-02-06 22:03:22.218807,,,,,12.04,87.96,,
NCAAB,af0aa676fc80b99e1dd4578087952efa,betus,Pacific Tigers,San Diego Toreros,,,2025-02-06 22:03:22.218807,,,,,51.65,48.35,,
NCAAB,18da51245b432dc473891eee8d67e7ad,betus,Seattle Redhawks,Tarleton State Texans,,,2025-02-06 22:03:22.218807,,,,,96.0,4.0,,
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,betus,Cal Poly Mustangs,Hawai'i Rainbow Warriors,,,2025-02-06 22:03:22.218807,,,,,49.25,50.75,,
NCAAB,035fd833bb584ebe20149559ba67c041,betus,CSU Northridge Matadors,CSU Fullerton Titans,,,2025-02-06 22:03:22.218807,,,,,96.58,3.42,,
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,betus,UC San Diego Tritons,UC Riverside Highlanders,,,2025-02-06 22:03:22.218807,,,,,82.96,17.04,,
NCAAB,ff2aabf65bba23e1e33df069f354c07c,betus,Long Beach St 49ers,UC Davis Aggies,,,2025-02-06 22:03:22.218807,,,,,45.6,54.4,,
NCAAB,ed56898315b4b626638775ad4bce187b,betus,Portland Pilots,Santa Clara Broncos,,,2025-02-06 22:03:22.218807,,,,,5.87,94.13,,
NCAAB,6c74299ec226ef6af381c081e8023341,betus,Cal Baptist Lancers,Southern Utah Thunderbirds,,,2025-02-06 22:03:22.218807,,,,,64.13,35.87,,
