sport,game_id,book,home_team,away_team,home_team_odds,away_team_odds,date_time
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,betus,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807
NCAAB,d9f90ffa800147a5b71c578a124cd22f,betrivers,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,betrivers,Tenn-Martin Skyhawks,Lindenwood Lions,-400.0,240.0,2025-02-06 22:03:22.218807
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,betrivers,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,betrivers,Eastern Washington Eagles,Sacramento St Hornets,-220.0,145.0,2025-02-06 22:03:22.218807
NCAAB,a8a955d9e27e412901e2879f7b83afd1,betrivers,Denver Pioneers,South Dakota Coyotes,,,2025-02-06 22:03:22.218807
NCAAB,457ecb627b559c09c6ff167c2456e49c,betrivers,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807
NCAAB,77a0689fa63576f4472864f1668c2760,betrivers,San Francisco Dons,Saint Mary's Gaels,-715.0,375.0,2025-02-06 22:03:22.218807
NCAAB,a0f644a17c835d9b6f9e602042670dca,betrivers,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,650.0,-1667.0,2025-02-06 22:03:22.218807
NCAAB,af0aa676fc80b99e1dd4578087952efa,betrivers,Pacific Tigers,San Diego Toreros,-125.0,-117.0,2025-02-06 22:03:22.218807
NCAAB,18da51245b432dc473891eee8d67e7ad,betrivers,Seattle Redhawks,Tarleton State Texans,,,2025-02-06 22:03:22.218807
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,betrivers,Cal Poly Mustangs,Hawai'i Rainbow Warriors,-129.0,-112.0,2025-02-06 22:03:22.218807
NCAAB,035fd833bb584ebe20149559ba67c041,betrivers,CSU Northridge Matadors,CSU Fullerton Titans,,,2025-02-06 22:03:22.218807
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,betrivers,UC San Diego Tritons,UC Riverside Highlanders,,,2025-02-06 22:03:22.218807
NCAAB,ff2aabf65bba23e1e33df069f354c07c,betrivers,Long Beach St 49ers,UC Davis Aggies,,,2025-02-06 22:03:22.218807
NCAAB,ed56898315b4b626638775ad4bce187b,betrivers,Portland Pilots,Santa Clara Broncos,,,2025-02-06 22:03:22.218807
NCAAB,6c74299ec226ef6af381c081e8023341,betrivers,Cal Baptist Lancers,Southern Utah Thunderbirds,,,2025-02-06 22:03:22.218807
NCAAB,faacbed24080f5b7f3e9a746a229a58e,betrivers,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,350.0,-670.0,2025-02-06 22:03:22.218807
NCAAB,7fec38717762065f5614261404888f04,betrivers,Oregon St Beavers,Washington St Cougars,-275.0,215.0,2025-02-06 22:03:22.218807
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,betrivers,Dayton Flyers,VCU Rams,110.0,-134.0,2025-02-06 22:03:22.218807
NCAAB,cf615e2c869e2c64b01f158665b11f50,betrivers,Pennsylvania Quakers,Princeton Tigers,240.0,-315.0,2025-02-06 22:03:22.218807
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,betrivers,Purdue Boilermakers,USC Trojans,,,2025-02-06 22:03:22.218807
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,betrivers,UConn Huskies,St. John's Red Storm,-141.0,116.0,2025-02-06 22:03:22.218807
NCAAB,efeb146e101201006d7d7f9618424b20,betrivers,Boise State Broncos,San José St Spartans,,,2025-02-06 22:03:22.218807
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,betrivers,Saint Joseph's Hawks,Saint Louis Billikens,-215.0,175.0,2025-02-06 22:03:22.218807
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,betrivers,Fresno St Bulldogs,Utah State Aggies,600.0,-1000.0,2025-02-06 22:03:22.218807
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,betrivers,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807
NCAAB,47d2c8c50c01497753114dc72588d841,betrivers,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,betrivers,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807
NCAAB,d9f90ffa800147a5b71c578a124cd22f,ballybet,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,ballybet,Tenn-Martin Skyhawks,Lindenwood Lions,-385.0,260.0,2025-02-06 22:03:22.218807
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,ballybet,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,ballybet,Eastern Washington Eagles,Sacramento St Hornets,-210.0,155.0,2025-02-06 22:03:22.218807
NCAAB,a8a955d9e27e412901e2879f7b83afd1,ballybet,Denver Pioneers,South Dakota Coyotes,,,2025-02-06 22:03:22.218807
NCAAB,457ecb627b559c09c6ff167c2456e49c,ballybet,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807
NCAAB,77a0689fa63576f4472864f1668c2760,ballybet,San Francisco Dons,Saint Mary's Gaels,-670.0,420.0,2025-02-06 22:03:22.218807
NCAAB,a0f644a17c835d9b6f9e602042670dca,ballybet,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,750.0,-1667.0,2025-02-06 22:03:22.218807
NCAAB,af0aa676fc80b99e1dd4578087952efa,ballybet,Pacific Tigers,San Diego Toreros,-120.0,-112.0,2025-02-06 22:03:22.218807
NCAAB,18da51245b432dc473891eee8d67e7ad,ballybet,Seattle Redhawks,Tarleton State Texans,,,2025-02-06 22:03:22.218807
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,ballybet,Cal Poly Mustangs,Hawai'i Rainbow Warriors,-122.0,-107.0,2025-02-06 22:03:22.218807
NCAAB,035fd833bb584ebe20149559ba67c041,ballybet,CSU Northridge Matadors,CSU Fullerton Titans,,,2025-02-06 22:03:22.218807
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,ballybet,UC San Diego Tritons,UC Riverside Highlanders,,,2025-02-06 22:03:22.218807
NCAAB,ff2aabf65bba23e1e33df069f354c07c,ballybet,Long Beach St 49ers,UC Davis Aggies,,,2025-02-06 22:03:22.218807
NCAAB,ed56898315b4b626638775ad4bce187b,ballybet,Portland Pilots,Santa Clara Broncos,,,2025-02-06 22:03:22.218807
NCAAB,6c74299ec226ef6af381c081e8023341,ballybet,Cal Baptist Lancers,Southern Utah Thunderbirds,,,2025-02-06 22:03:22.218807
NCAAB,faacbed24080f5b7f3e9a746a229a58e,ballybet,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,390.0,-625.0,2025-02-06 22:03:22.218807
NCAAB,7fec38717762065f5614261404888f04,ballybet,Oregon St Beavers,Washington St Cougars,-275.0,215.0,2025-02-06 22:03:22.218807
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,ballybet,Dayton Flyers,VCU Rams,110.0,-134.0,2025-02-06 22:03:22.218807
NCAAB,cf615e2c869e2c64b01f158665b11f50,ballybet,Pennsylvania Quakers,Princeton Tigers,240.0,-315.0,2025-02-06 22:03:22.218807
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,ballybet,Purdue Boilermakers,USC Trojans,,,2025-02-06 22:03:22.218807
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,ballybet,UConn Huskies,St. John's Red Storm,-141.0,116.0,2025-02-06 22:03:22.218807
NCAAB,efeb146e101201006d7d7f9618424b20,ballybet,Boise State Broncos,San José St Spartans,,,2025-02-06 22:03:22.218807
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,ballybet,Saint Joseph's Hawks,Saint Louis Billikens,-215.0,175.0,2025-02-06 22:03:22.218807
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,ballybet,Fresno St Bulldogs,Utah State Aggies,600.0,-1000.0,2025-02-06 22:03:22.218807
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,ballybet,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807
NCAAB,47d2c8c50c01497753114dc72588d841,ballybet,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,ballybet,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807
