sport,game_id,book,home_team,away_team,home_team_odds,away_team_odds,date_time
NCAAB,ff2aabf65bba23e1e33df069f354c07c,bovada,Long Beach St 49ers,UC Davis Aggies,100.0,-130.0,2025-02-06 22:03:22.218807
NCAAB,ed56898315b4b626638775ad4bce187b,bovada,Portland Pilots,Santa Clara Broncos,,,2025-02-06 22:03:22.218807
NCAAB,6c74299ec226ef6af381c081e8023341,bovada,Cal Baptist Lancers,Southern Utah Thunderbirds,-225.0,170.0,2025-02-06 22:03:22.218807
NCAAB,faacbed24080f5b7f3e9a746a229a58e,bovada,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,,,2025-02-06 22:03:22.218807
NCAAB,7fec38717762065f5614261404888f04,bovada,Oregon St Beavers,Washington St Cougars,-275.0,225.0,2025-02-06 22:03:22.218807
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,bovada,Dayton Flyers,VCU Rams,,,2025-02-06 22:03:22.218807
NCAAB,cf615e2c869e2c64b01f158665b11f50,bovada,Pennsylvania Quakers,Princeton Tigers,,,2025-02-06 22:03:22.218807
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,bovada,Purdue Boilermakers,USC Trojans,,,2025-02-06 22:03:22.218807
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,bovada,UConn Huskies,St. John's Red Storm,,,2025-02-06 22:03:22.218807
NCAAB,efeb146e101201006d7d7f9618424b20,bovada,Boise State Broncos,San José St Spartans,,,2025-02-06 22:03:22.218807
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,bovada,Saint Joseph's Hawks,Saint Louis Billikens,,,2025-02-06 22:03:22.218807
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,bovada,Fresno St Bulldogs,Utah State Aggies,,,2025-02-06 22:03:22.218807
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,bovada,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807
NCAAB,47d2c8c50c01497753114dc72588d841,bovada,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,bovada,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807
NCAAB,d9f90ffa800147a5b71c578a124cd22f,draftkings,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,draftkings,Tenn-Martin Skyhawks,Lindenwood Lions,210.0,-280.0,2025-02-06 22:03:22.218807
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,draftkings,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,draftkings,Eastern Washington Eagles,Sacramento St Hornets,-4000.0,1500.0,2025-02-06 22:03:22.218807
NCAAB,a8a955d9e27e412901e2879f7b83afd1,draftkings,Denver Pioneers,South Dakota Coyotes,,,2025-02-06 22:03:22.218807
NCAAB,457ecb627b559c09c6ff167c2456e49c,draftkings,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807
NCAAB,77a0689fa63576f4472864f1668c2760,draftkings,San Francisco Dons,Saint Mary's Gaels,-920.0,550.0,2025-02-06 22:03:22.218807
NCAAB,a0f644a17c835d9b6f9e602042670dca,draftkings,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,900.0,-1850.0,2025-02-06 22:03:22.218807
NCAAB,af0aa676fc80b99e1dd4578087952efa,draftkings,Pacific Tigers,San Diego Toreros,-115.0,-115.0,2025-02-06 22:03:22.218807
NCAAB,18da51245b432dc473891eee8d67e7ad,draftkings,Seattle Redhawks,Tarleton State Texans,-20000.0,3000.0,2025-02-06 22:03:22.218807
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,draftkings,Cal Poly Mustangs,Hawai'i Rainbow Warriors,-125.0,-105.0,2025-02-06 22:03:22.218807
NCAAB,035fd833bb584ebe20149559ba67c041,draftkings,CSU Northridge Matadors,CSU Fullerton Titans,-100000.0,4000.0,2025-02-06 22:03:22.218807
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,draftkings,UC San Diego Tritons,UC Riverside Highlanders,-620.0,400.0,2025-02-06 22:03:22.218807
NCAAB,ff2aabf65bba23e1e33df069f354c07c,draftkings,Long Beach St 49ers,UC Davis Aggies,110.0,-140.0,2025-02-06 22:03:22.218807
NCAAB,ed56898315b4b626638775ad4bce187b,draftkings,Portland Pilots,Santa Clara Broncos,2200.0,-10000.0,2025-02-06 22:03:22.218807
NCAAB,6c74299ec226ef6af381c081e8023341,draftkings,Cal Baptist Lancers,Southern Utah Thunderbirds,-210.0,160.0,2025-02-06 22:03:22.218807
NCAAB,faacbed24080f5b7f3e9a746a229a58e,draftkings,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,575.0,-950.0,2025-02-06 22:03:22.218807
NCAAB,7fec38717762065f5614261404888f04,draftkings,Oregon St Beavers,Washington St Cougars,-265.0,215.0,2025-02-06 22:03:22.218807
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,draftkings,Dayton Flyers,VCU Rams,114.0,-135.0,2025-02-06 22:03:22.218807
NCAAB,cf615e2c869e2c64b01f158665b11f50,draftkings,Pennsylvania Quakers,Princeton Tigers,260.0,-325.0,2025-02-06 22:03:22.218807
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,draftkings,Purdue Boilermakers,USC Trojans,-1000.0,650.0,2025-02-06 22:03:22.218807
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,draftkings,UConn Huskies,St. John's Red Storm,-135.0,114.0,2025-02-06 22:03:22.218807
NCAAB,efeb146e101201006d7d7f9618424b20,draftkings,Boise State Broncos,San José St Spartans,-900.0,600.0,2025-02-06 22:03:22.218807
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,draftkings,Saint Joseph's Hawks,Saint Louis Billikens,-238.0,195.0,2025-02-06 22:03:22.218807
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,draftkings,Fresno St Bulldogs,Utah State Aggies,500.0,-700.0,2025-02-06 22:03:22.218807
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,draftkings,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807
NCAAB,47d2c8c50c01497753114dc72588d841,draftkings,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,draftkings,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807
NCAAB,d9f90ffa800147a5b71c578a124cd22f,fanduel,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,fanduel,Tenn-Martin Skyhawks,Lindenwood Lions,,,2025-02-06 22:03:22.218807
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,fanduel,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,fanduel,Eastern Washington Eagles,Sacramento St Hornets,-220.0,168.0,2025-02-06 22:03:22.218807
NCAAB,a8a955d9e27e412901e2879f7b83afd1,fanduel,Denver Pioneers,South Dakota Coyotes,1300.0,-5000.0,2025-02-06 22:03:22.218807
NCAAB,457ecb627b559c09c6ff167c2456e49c,fanduel,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807
NCAAB,77a0689fa63576f4472864f1668c2760,fanduel,San Francisco Dons,Saint Mary's Gaels,-205.0,154.0,2025-02-06 22:03:22.218807
NCAAB,a0f644a17c835d9b6f9e602042670dca,fanduel,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,450.0,-720.0,2025-02-06 22:03:22.218807
NCAAB,af0aa676fc80b99e1dd4578087952efa,fanduel,Pacific Tigers,San Diego Toreros,-138.0,108.0,2025-02-06 22:03:22.218807
NCAAB,18da51245b432dc473891eee8d67e7ad,fanduel,Seattle Redhawks,Tarleton State Texans,-20000.0,2000.0,2025-02-06 22:03:22.218807
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,fanduel,Cal Poly Mustangs,Hawai'i Rainbow Warriors,116.0,-148.0,2025-02-06 22:03:22.218807
NCAAB,035fd833bb584ebe20149559ba67c041,fanduel,CSU Northridge Matadors,CSU Fullerton Titans,-20000.0,2500.0,2025-02-06 22:03:22.218807
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,fanduel,UC San Diego Tritons,UC Riverside Highlanders,-800.0,480.0,2025-02-06 22:03:22.218807
NCAAB,ff2aabf65bba23e1e33df069f354c07c,fanduel,Long Beach St 49ers,UC Davis Aggies,110.0,-140.0,2025-02-06 22:03:22.218807
NCAAB,ed56898315b4b626638775ad4bce187b,fanduel,Portland Pilots,Santa Clara Broncos,1500.0,-7000.0,2025-02-06 22:03:22.218807
NCAAB,6c74299ec226ef6af381c081e8023341,fanduel,Cal Baptist Lancers,Southern Utah Thunderbirds,-210.0,162.0,2025-02-06 22:03:22.218807
NCAAB,faacbed24080f5b7f3e9a746a229a58e,fanduel,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,240.0,-330.0,2025-02-06 22:03:22.218807
NCAAB,7fec38717762065f5614261404888f04,fanduel,Oregon St Beavers,Washington St Cougars,-255.0,205.0,2025-02-06 22:03:22.218807
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,fanduel,Dayton Flyers,VCU Rams,-102.0,-118.0,2025-02-06 22:03:22.218807
NCAAB,cf615e2c869e2c64b01f158665b11f50,fanduel,Pennsylvania Quakers,Princeton Tigers,240.0,-300.0,2025-02-06 22:03:22.218807
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,fanduel,Purdue Boilermakers,USC Trojans,-1000.0,640.0,2025-02-06 22:03:22.218807
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,fanduel,UConn Huskies,St. John's Red Storm,-137.0,114.0,2025-02-06 22:03:22.218807
NCAAB,efeb146e101201006d7d7f9618424b20,fanduel,Boise State Broncos,San José St Spartans,-1250.0,740.0,2025-02-06 22:03:22.218807
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,fanduel,Saint Joseph's Hawks,Saint Louis Billikens,-235.0,190.0,2025-02-06 22:03:22.218807
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,fanduel,Fresno St Bulldogs,Utah State Aggies,680.0,-1100.0,2025-02-06 22:03:22.218807
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,fanduel,Kansas St Wildcats,Kansas Jayhawks,162.0,-196.0,2025-02-06 22:03:22.218807
NCAAB,47d2c8c50c01497753114dc72588d841,fanduel,Auburn Tigers,Florida Gators,-465.0,340.0,2025-02-06 22:03:22.218807
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,fanduel,Clemson Tigers,Duke Blue Devils,235.0,-295.0,2025-02-06 22:03:22.218807
NCAAB,d9f90ffa800147a5b71c578a124cd22f,hardrockbet,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,hardrockbet,Tenn-Martin Skyhawks,Lindenwood Lions,,,2025-02-06 22:03:22.218807
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,hardrockbet,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,hardrockbet,Eastern Washington Eagles,Sacramento St Hornets,-350.0,225.0,2025-02-06 22:03:22.218807
NCAAB,a8a955d9e27e412901e2879f7b83afd1,hardrockbet,Denver Pioneers,South Dakota Coyotes,,,2025-02-06 22:03:22.218807
NCAAB,457ecb627b559c09c6ff167c2456e49c,hardrockbet,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807
NCAAB,77a0689fa63576f4472864f1668c2760,hardrockbet,San Francisco Dons,Saint Mary's Gaels,-170.0,120.0,2025-02-06 22:03:22.218807
NCAAB,a0f644a17c835d9b6f9e602042670dca,hardrockbet,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,700.0,-2000.0,2025-02-06 22:03:22.218807
NCAAB,af0aa676fc80b99e1dd4578087952efa,hardrockbet,Pacific Tigers,San Diego Toreros,-125.0,-105.0,2025-02-06 22:03:22.218807
NCAAB,18da51245b432dc473891eee8d67e7ad,hardrockbet,Seattle Redhawks,Tarleton State Texans,,,2025-02-06 22:03:22.218807
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,hardrockbet,Cal Poly Mustangs,Hawai'i Rainbow Warriors,-110.0,-120.0,2025-02-06 22:03:22.218807
NCAAB,035fd833bb584ebe20149559ba67c041,hardrockbet,CSU Northridge Matadors,CSU Fullerton Titans,,,2025-02-06 22:03:22.218807
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,hardrockbet,UC San Diego Tritons,UC Riverside Highlanders,-750.0,450.0,2025-02-06 22:03:22.218807
NCAAB,ff2aabf65bba23e1e33df069f354c07c,hardrockbet,Long Beach St 49ers,UC Davis Aggies,105.0,-135.0,2025-02-06 22:03:22.218807
NCAAB,ed56898315b4b626638775ad4bce187b,hardrockbet,Portland Pilots,Santa Clara Broncos,1100.0,-10000.0,2025-02-06 22:03:22.218807
NCAAB,6c74299ec226ef6af381c081e8023341,hardrockbet,Cal Baptist Lancers,Southern Utah Thunderbirds,-210.0,155.0,2025-02-06 22:03:22.218807
NCAAB,faacbed24080f5b7f3e9a746a229a58e,hardrockbet,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,170.0,-225.0,2025-02-06 22:03:22.218807
NCAAB,7fec38717762065f5614261404888f04,hardrockbet,Oregon St Beavers,Washington St Cougars,-275.0,200.0,2025-02-06 22:03:22.218807
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,hardrockbet,Dayton Flyers,VCU Rams,100.0,-130.0,2025-02-06 22:03:22.218807
NCAAB,cf615e2c869e2c64b01f158665b11f50,hardrockbet,Pennsylvania Quakers,Princeton Tigers,240.0,-350.0,2025-02-06 22:03:22.218807
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,hardrockbet,Purdue Boilermakers,USC Trojans,-1100.0,575.0,2025-02-06 22:03:22.218807
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,hardrockbet,UConn Huskies,St. John's Red Storm,-140.0,110.0,2025-02-06 22:03:22.218807
NCAAB,efeb146e101201006d7d7f9618424b20,hardrockbet,Boise State Broncos,San José St Spartans,-1100.0,575.0,2025-02-06 22:03:22.218807
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,hardrockbet,Saint Joseph's Hawks,Saint Louis Billikens,-250.0,180.0,2025-02-06 22:03:22.218807
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,hardrockbet,Fresno St Bulldogs,Utah State Aggies,525.0,-900.0,2025-02-06 22:03:22.218807
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,hardrockbet,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807
NCAAB,47d2c8c50c01497753114dc72588d841,hardrockbet,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,hardrockbet,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807
NCAAB,d9f90ffa800147a5b71c578a124cd22f,betonlineag,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,betonlineag,Tenn-Martin Skyhawks,Lindenwood Lions,,,2025-02-06 22:03:22.218807
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,betonlineag,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,betonlineag,Eastern Washington Eagles,Sacramento St Hornets,,,2025-02-06 22:03:22.218807
NCAAB,a8a955d9e27e412901e2879f7b83afd1,betonlineag,Denver Pioneers,South Dakota Coyotes,,,2025-02-06 22:03:22.218807
NCAAB,457ecb627b559c09c6ff167c2456e49c,betonlineag,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807
NCAAB,77a0689fa63576f4472864f1668c2760,betonlineag,San Francisco Dons,Saint Mary's Gaels,,,2025-02-06 22:03:22.218807
NCAAB,a0f644a17c835d9b6f9e602042670dca,betonlineag,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,,,2025-02-06 22:03:22.218807
NCAAB,af0aa676fc80b99e1dd4578087952efa,betonlineag,Pacific Tigers,San Diego Toreros,,,2025-02-06 22:03:22.218807
NCAAB,18da51245b432dc473891eee8d67e7ad,betonlineag,Seattle Redhawks,Tarleton State Texans,,,2025-02-06 22:03:22.218807
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,betonlineag,Cal Poly Mustangs,Hawai'i Rainbow Warriors,,,2025-02-06 22:03:22.218807
NCAAB,035fd833bb584ebe20149559ba67c041,betonlineag,CSU Northridge Matadors,CSU Fullerton Titans,,,2025-02-06 22:03:22.218807
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,betonlineag,UC San Diego Tritons,UC Riverside Highlanders,,,2025-02-06 22:03:22.218807
NCAAB,ff2aabf65bba23e1e33df069f354c07c,betonlineag,Long Beach St 49ers,UC Davis Aggies,,,2025-02-06 22:03:22.218807
NCAAB,ed56898315b4b626638775ad4bce187b,betonlineag,Portland Pilots,Santa Clara Broncos,,,2025-02-06 22:03:22.218807
NCAAB,6c74299ec226ef6af381c081e8023341,betonlineag,Cal Baptist Lancers,Southern Utah Thunderbirds,,,2025-02-06 22:03:22.218807
NCAAB,faacbed24080f5b7f3e9a746a229a58e,betonlineag,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,,,2025-02-06 22:03:22.218807
NCAAB,7fec38717762065f5614261404888f04,betonlineag,Oregon St Beavers,Washington St Cougars,-267.0,227.0,2025-02-06 22:03:22.218807
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,betonlineag,Dayton Flyers,VCU Rams,,,2025-02-06 22:03:22.218807
NCAAB,cf615e2c869e2c64b01f158665b11f50,betonlineag,Pennsylvania Quakers,Princeton Tigers,,,2025-02-06 22:03:22.218807
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,betonlineag,Purdue Boilermakers,USC Trojans,,,2025-02-06 22:03:22.218807
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,betonlineag,UConn Huskies,St. John's Red Storm,,,2025-02-06 22:03:22.218807
NCAAB,efeb146e101201006d7d7f9618424b20,betonlineag,Boise State Broncos,San José St Spartans,,,2025-02-06 22:03:22.218807
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,betonlineag,Saint Joseph's Hawks,Saint Louis Billikens,,,2025-02-06 22:03:22.218807
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,betonlineag,Fresno St Bulldogs,Utah State Aggies,,,2025-02-06 22:03:22.218807
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,betonlineag,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807
NCAAB,47d2c8c50c01497753114dc72588d841,betonlineag,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,betonlineag,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807
NCAAB,d9f90ffa800147a5b71c578a124cd22f,espnbet,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,espnbet,Tenn-Martin Skyhawks,Lindenwood Lions,-600.0,380.0,2025-02-06 22:03:22.218807
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,espnbet,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,espnbet,Eastern Washington Eagles,Sacramento St Hornets,-170.0,135.0,2025-02-06 22:03:22.218807
NCAAB,a8a955d9e27e412901e2879f7b83afd1,espnbet,Denver Pioneers,South Dakota Coyotes,2800.0,-15000.0,2025-02-06 22:03:22.218807
NCAAB,457ecb627b559c09c6ff167c2456e49c,espnbet,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,-8000.0,2200.0,2025-02-06 22:03:22.218807
NCAAB,77a0689fa63576f4472864f1668c2760,espnbet,San Francisco Dons,Saint Mary's Gaels,-240.0,180.0,2025-02-06 22:03:22.218807
NCAAB,a0f644a17c835d9b6f9e602042670dca,espnbet,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,900.0,-2000.0,2025-02-06 22:03:22.218807
NCAAB,af0aa676fc80b99e1dd4578087952efa,espnbet,Pacific Tigers,San Diego Toreros,-125.0,-105.0,2025-02-06 22:03:22.218807
NCAAB,18da51245b432dc473891eee8d67e7ad,espnbet,Seattle Redhawks,Tarleton State Texans,-15000.0,2800.0,2025-02-06 22:03:22.218807
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,espnbet,Cal Poly Mustangs,Hawai'i Rainbow Warriors,-110.0,-120.0,2025-02-06 22:03:22.218807
NCAAB,035fd833bb584ebe20149559ba67c041,espnbet,CSU Northridge Matadors,CSU Fullerton Titans,-15000.0,2800.0,2025-02-06 22:03:22.218807
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,espnbet,UC San Diego Tritons,UC Riverside Highlanders,-800.0,475.0,2025-02-06 22:03:22.218807
NCAAB,ff2aabf65bba23e1e33df069f354c07c,espnbet,Long Beach St 49ers,UC Davis Aggies,105.0,-135.0,2025-02-06 22:03:22.218807
NCAAB,ed56898315b4b626638775ad4bce187b,espnbet,Portland Pilots,Santa Clara Broncos,2000.0,-6000.0,2025-02-06 22:03:22.218807
NCAAB,6c74299ec226ef6af381c081e8023341,espnbet,Cal Baptist Lancers,Southern Utah Thunderbirds,-200.0,160.0,2025-02-06 22:03:22.218807
NCAAB,faacbed24080f5b7f3e9a746a229a58e,espnbet,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,,,2025-02-06 22:03:22.218807
NCAAB,7fec38717762065f5614261404888f04,espnbet,Oregon St Beavers,Washington St Cougars,-250.0,210.0,2025-02-06 22:03:22.218807
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,espnbet,Dayton Flyers,VCU Rams,110.0,-130.0,2025-02-06 22:03:22.218807
NCAAB,cf615e2c869e2c64b01f158665b11f50,espnbet,Pennsylvania Quakers,Princeton Tigers,260.0,-320.0,2025-02-06 22:03:22.218807
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,espnbet,Purdue Boilermakers,USC Trojans,-1200.0,700.0,2025-02-06 22:03:22.218807
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,espnbet,UConn Huskies,St. John's Red Storm,-140.0,120.0,2025-02-06 22:03:22.218807
NCAAB,efeb146e101201006d7d7f9618424b20,espnbet,Boise State Broncos,San José St Spartans,-1200.0,700.0,2025-02-06 22:03:22.218807
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,espnbet,Saint Joseph's Hawks,Saint Louis Billikens,-225.0,190.0,2025-02-06 22:03:22.218807
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,espnbet,Fresno St Bulldogs,Utah State Aggies,550.0,-900.0,2025-02-06 22:03:22.218807
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,espnbet,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807
NCAAB,47d2c8c50c01497753114dc72588d841,espnbet,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807
NCAAB,677cc4c66e4d0d55a76cb6faba6e795a,espnbet,Clemson Tigers,Duke Blue Devils,,,2025-02-06 22:03:22.218807
NCAAB,d9f90ffa800147a5b71c578a124cd22f,betus,Utah Tech Trailblazers,Abilene Christian Wildcats,,,2025-02-06 22:03:22.218807
NCAAB,9d25c1fc86a0e3699261ca0f883d04f4,betus,Tenn-Martin Skyhawks,Lindenwood Lions,,,2025-02-06 22:03:22.218807
NCAAB,c6962db1d2054fb2f64c034f4122b9b0,betus,Gonzaga Bulldogs,Loyola Marymount Lions,,,2025-02-06 22:03:22.218807
NCAAB,ce1ec61e7cca36f6536c8da39bfa9a43,betus,Eastern Washington Eagles,Sacramento St Hornets,,,2025-02-06 22:03:22.218807
NCAAB,a8a955d9e27e412901e2879f7b83afd1,betus,Denver Pioneers,South Dakota Coyotes,,,2025-02-06 22:03:22.218807
NCAAB,457ecb627b559c09c6ff167c2456e49c,betus,UNC Asheville Bulldogs,Gardner-Webb Bulldogs,,,2025-02-06 22:03:22.218807
NCAAB,77a0689fa63576f4472864f1668c2760,betus,San Francisco Dons,Saint Mary's Gaels,,,2025-02-06 22:03:22.218807
NCAAB,a0f644a17c835d9b6f9e602042670dca,betus,CSU Bakersfield Roadrunners,UC Santa Barbara Gauchos,,,2025-02-06 22:03:22.218807
NCAAB,af0aa676fc80b99e1dd4578087952efa,betus,Pacific Tigers,San Diego Toreros,,,2025-02-06 22:03:22.218807
NCAAB,18da51245b432dc473891eee8d67e7ad,betus,Seattle Redhawks,Tarleton State Texans,,,2025-02-06 22:03:22.218807
NCAAB,a5b005b38b8e289f8a3b2b5310fa5f0e,betus,Cal Poly Mustangs,Hawai'i Rainbow Warriors,,,2025-02-06 22:03:22.218807
NCAAB,035fd833bb584ebe20149559ba67c041,betus,CSU Northridge Matadors,CSU Fullerton Titans,,,2025-02-06 22:03:22.218807
NCAAB,84313ea8d2ff7e8e6836073dd4d2a318,betus,UC San Diego Tritons,UC Riverside Highlanders,,,2025-02-06 22:03:22.218807
NCAAB,ff2aabf65bba23e1e33df069f354c07c,betus,Long Beach St 49ers,UC Davis Aggies,,,2025-02-06 22:03:22.218807
NCAAB,ed56898315b4b626638775ad4bce187b,betus,Portland Pilots,Santa Clara Broncos,,,2025-02-06 22:03:22.218807
NCAAB,6c74299ec226ef6af381c081e8023341,betus,Cal Baptist Lancers,Southern Utah Thunderbirds,,,2025-02-06 22:03:22.218807
NCAAB,faacbed24080f5b7f3e9a746a229a58e,betus,Tennessee Tech Golden Eagles,SIU-Edwardsville Cougars,,,2025-02-06 22:03:22.218807
NCAAB,7fec38717762065f5614261404888f04,betus,Oregon St Beavers,Washington St Cougars,-250.0,210.0,2025-02-06 22:03:22.218807
NCAAB,594809e71a2a1c1beb3ad1cd406d70ec,betus,Dayton Flyers,VCU Rams,,,2025-02-06 22:03:22.218807
NCAAB,cf615e2c869e2c64b01f158665b11f50,betus,Pennsylvania Quakers,Princeton Tigers,,,2025-02-06 22:03:22.218807
NCAAB,2d0123ebbafe3fab20ed38d78368d3e2,betus,Purdue Boilermakers,USC Trojans,,,2025-02-06 22:03:22.218807
NCAAB,c1ac9e5a13e4fc4736da7c098b59df12,betus,UConn Huskies,St. John's Red Storm,,,2025-02-06 22:03:22.218807
NCAAB,efeb146e101201006d7d7f9618424b20,betus,Boise State Broncos,San José St Spartans,,,2025-02-06 22:03:22.218807
NCAAB,1e87e39951b9e3d34caf54ef53ec6a98,betus,Saint Joseph's Hawks,Saint Louis Billikens,,,2025-02-06 22:03:22.218807
NCAAB,1ddf39195e1b0c9e3aa07b0076da62d6,betus,Fresno St Bulldogs,Utah State Aggies,,,2025-02-06 22:03:22.218807
NCAAB,b4a08ed398e9c0d72468a7154d6e70ce,betus,Kansas St Wildcats,Kansas Jayhawks,,,2025-02-06 22:03:22.218807
NCAAB,47d2c8c50c01497753114dc72588d841,betus,Auburn Tigers,Florida Gators,,,2025-02-06 22:03:22.218807
